score,clean_content,minimal_content,roberta_sentiment,sentiment,sentiment_bi
5,i wish it would for free,i wish it would for free,neutral,1,1
3,No doubt Elsa speak is a wonderful app for learning English but people like us couldn't afford 5000 years 5000 rupees per year so can you please give this app for free as Duolingo is available for free also because it allows each and everyone to learn English wouldn't be wonderful?,no doubt elsa speak be a wonderful app for learn english but people like u could not afford 5000 year 5000 rupee per year so can you please give this app for free as duolingo be available for free also because it allow each and everyone to learn english wouldnt be wonderful?,neutral,1,1
1,I event can't try because business model. 3 days not enough to decide i want or not. So after I seen I have to purchase with 3 days trial period I removed from my device.,i event cannot try because business model. 3 day not enough to decide i want or not. so after i see i have to purchase with 3 day trial period i remove from my device.,negative,0,0
5,The learning feeling is like learning online with 1 teacher,the learning feeling be like learn online with 1 teacher,neutral,1,1
1,Your idea is good. But Sound record can't record my voice,your idea be good. but sound record cannot record my voice,neutral,1,1
1,Its not installed in my phone. Yet it suddenly deducted a money when my gcash to have a money. This is scam,it be not instal in my phone. yet it suddenly deduct a money when my gcash to have a money. this be scam,negative,0,0
5,This is a very good 💙,this be a very good 💙,positive,2,1
5,"I used the Elsa application and felt that the application was useful, after experiencing, I felt my pronunciation ability more progressive than before I liked the English level checking part of your English.","i use the elsa application and felt that the application be useful, after experiencing, i felt my pronunciation ability more progressive than before i like the english level check part of your english.",positive,2,1
4,its very useful great app,it be very useful great app,positive,2,1
5,I will rate Elsa when I've improved my English speaking 🤍,i will rate elsa when i have improve my english speaking 🤍,positive,2,1
2,B just,b just,neutral,1,1
4,In some cases is not so accurate,in some case be not so accurate,neutral,1,1
4,Need to optimize UX in some screens,need to optimize ux in some screen,neutral,1,1
5,OK but the price is expensive,ok but the price be expensive,negative,0,0
5,This is a pretty good application. The lessons are very update.,this be a pretty good application. the lesson be very update.,positive,2,1
5,She is going to app,she be go to app,neutral,1,1
5,It is perfect,it be perfect,positive,2,1
1,Video not working? All I get is message: This video is private. Tap to retry,video not working? all i get be message this video be private. tap to retry,negative,0,0
5,"Elsa is generally very quality. And gradually an improvement in form, design ... But the pronunciation of the sample or the loss of the last sound, not the wrong pronunciation in the last sound, but the recording is lost always the last sound of the word. The slow pronunciation of the turtle 🐢 🐢 does not see that, but the Dictionary inspection has no slow pronunciation. Not all words are faulty, but the word is quite troublesome. I don't know if you use it anymore :))))","elsa be generally very quality. and gradually an improvement in form, design. but the pronunciation of the sample or the loss of the last sound, not the wrong pronunciation in the last sound, but the recording be lose always the last sound of the word. the slow pronunciation of the turtle 🐢 🐢 do not see that, but the dictionary inspection have no slow pronunciation. not all word be faulty, but the word be quite troublesome. i do not know if you use it anymore",neutral,1,1
5,"Sure, Thanks for your great customer service!","sure, thanks for your great customer service!",positive,2,1
5,great app yoh,great app yoh,positive,2,1
5,is very good this app to learn other language,be very good this app to learn other language,positive,2,1
5,That's too good I enjoying it and learn some words,that be too good i enjoy it and learn some word,positive,2,1
1,this is very costly,this be very costly,negative,0,0
5,This app costs but it worth it,this app cost but it worth it,neutral,1,1
5,Elsa is good and I am going to recommend this to my buddies,elsa be good and i be go to recommend this to my buddy,positive,2,1
5,The application is very good and great,the application be very good and great,positive,2,1
4,People try the dictionary from the website. It is clear that I read according to them but I have to say clearly the new sound B. And many other words.,people try the dictionary from the website. it be clear that i read accord to them but i have to say clearly the new sound b. and many other words.,neutral,1,1
