score,clean_content,minimal_content,roberta_sentiment
3,"Before I use free. After that, I bought a package for 1 year, but when I logged out, logged back to the UAY back to your free account and lost all my learning schedule. Find a hotline to call for feedback without seeing. Looking forward to the app to help me","before i use free. after that, i buy a package for 1 year, but when i log out, log back to the uay back to your free account and lose all my learning schedule. find a hotline to call for feedback without seeing. look forward to the app to help me",neutral
3,extremely useful app,extremely useful app,positive
5,its very well techaer,it be very well techaer,neutral
1,"Complete garbage, try to make sounds or say some different words and different accents and it will tell you you sound like a native speaker! Wow what a useful app lol","complete garbage, try to make sound or say some different word and different accent and it will tell you you sound like a native speaker! wow what a useful app lol",negative
1,What's your native language?? Kannada. But Kannada is not in list. I can't go further.,what be your native language? kannada. but kannada be not in list. i cannot go further.,negative
2,"A good application, but it is on the Internet. I hope that you will stop making applications that need the Internet. If we want to pay the money, we will go to educational courses instead of spending it on the Internet","a good application, but it be on the internet. i hope that you will stop making application that need the internet. if we want to pay the money, we will go to educational course instead of spend it on the internet",negative
3,"Unable to open the application, the situation is loading","unable to open the application, the situation be load",negative
5,Or. Like many English learning in real life,or. like many english learning in real life,neutral
4,It is very good! If you really need a program of voice it can help you,it be very good! if you really need a program of voice it can help you,positive
5,A must for a non-native speaker.,a must for a non-native speaker.,neutral
1,"After deleting the app, I could not cancel the text registration package with the app, I did not answer it, so it was a scam, so I boycotted this app","after delete the app, i could not cancel the text registration package with the app, i do not answer it, so it be a scam, so i boycott this app",negative
1,it's a app coz it's helps you to know how to pronounce words that you have failed to pronounce,it be a app coz it be help you to know how to pronounce word that you have fail to pronounce,neutral
1,Very bad.,very bad.,negative
5,amazing app for practicing speaking 🗣️ 😁,amaze app for practice speak 🗣 😁,neutral
2,I want to learn conversation,i want to learn conversation,neutral
5,"I think it's a very good app, i wished there could be more free zone in there to practice","i think it be a very good app, i wish there could be more free zone in there to practice",positive
2,"The application runs very slowly, recording the voice and running all the time without results!","the application run very slowly, record the voice and run all the time without results!",negative
4,I wanted to give 5 rating but it takes lots of time to load,i want to give 5 rating but it take lot of time to load,negative
4,Fast download really,fast download really,positive
5,"I am very poor in English and in my class, there are many foreigners! But in my classmates, I speak English quite well. And I am not very good. The vocabulary is still temporarily communicating, completely not !!! I am very sad and disappointed in myself. After that, I found English courses online but the cost was quite high! I couldn't, but thanks to Elsa Speak, I could speak smoothly. Thanks Elsa Speak !!!","i be very poor in english and in my class, there be many foreigners! but in my classmates, i speak english quite well. and i be not very good. the vocabulary be still temporarily communicating, completely not! i be very sad and disappointed in myself. after that, i find english course online but the cost be quite high! i couldnt, but thanks to elsa speak, i could speak smoothly. thanks elsa speak!",negative
